ID bài viết,ID Trang,Tên Trang,Tiêu đề,Mô tả,Thời lượng (giây),Thời gian đăng,Loại chú thích,Liên kết vĩnh viễn,Là nội dung đăng chéo,Là bài viết chia sẻ,Loại bài viết,Ngôn ngữ,Nhãn tùy chỉnh,Trạng thái nội dung được tài trợ,Bình luận về dữ liệu,Ngày,Lượt hiển thị,Số người tiếp cận,"Cảm xúc, bình luận và lượt chia sẻ",Cảm xúc,Bình luận,Lượt chia sẻ,Số phản hồi tiêu cực từ người dùng: Ẩn tất cả,Số phản hồi tiêu cực từ người dùng: Ẩn,Tổng số lượt click,Lượt click khác,Tổng số lượt click của người dùng khớp với đối tượng nhắm mục tiêu (Photo Click),Lượt click vào liên kết,Lượt hiển thị từ Bài viết tự nhiên,Lượt hiển thị từ Bài viết đã quảng cáo,Số người tiếp cận từ Bài viết tự nhiên,Số người tiếp cận từ Bài viết đã quảng cáo,Lượt xem video trong tối thiểu 3 giây,Lượt xem video trong tối thiểu 1 phút,Số người xem trong tối thiểu 3 giây,Số người xem trong tối thiểu 1 phút,Lượt xem video trong tối thiểu 3 giây từ Bài viết đã quảng cáo,Lượt xem video trong tối thiểu 3 giây từ Bài viết tự nhiên,Lượt xem video trong tối thiểu 1 phút từ Đề xuất,Lượt xem video trong tối thiểu 1 phút từ Lượt chia sẻ,Lượt xem video trong tối thiểu 1 phút từ Người theo dõi,Lượt xem video trong tối thiểu 1 phút từ Bài viết đã quảng cáo,Số Giây xem từ Đề xuất,Số Giây xem từ Lượt chia sẻ,Số Giây xem từ Người theo dõi,Số Giây xem từ Bài viết đã quảng cáo,Số Giây xem trung bình từ Đề xuất,Số Giây xem trung bình từ Lượt chia sẻ,Số Giây xem trung bình từ Người theo dõi,Số Giây xem trung bình từ Bài viết đã quảng cáo,Người dùng đã tương tác,Số phản hồi tiêu cực từ người dùng,Số phản hồi tiêu cực của người dùng,Số Giây xem,Số Giây xem trung bình,Thu nhập ước tính ((USD)),CPM quảng cáo ((USD)),Lượt hiển thị quảng cáo,"Lượt xem theo đối tượng liên quan nhất (F, 18-24)","Lượt xem theo đối tượng liên quan nhất (F, 25-34)","Lượt xem theo đối tượng liên quan nhất (F, 35-44)","Lượt xem theo đối tượng liên quan nhất (M, 18-24)","Lượt xem theo đối tượng liên quan nhất (M, 25-34)","Lượt xem theo đối tượng liên quan nhất (F, 45-54)","Lượt xem theo đối tượng liên quan nhất (M, 35-44)","Lượt xem theo đối tượng liên quan nhất (F, 55-64)","Lượt xem theo đối tượng liên quan nhất (M, 45-54)","Lượt xem theo đối tượng liên quan nhất (F, 65+)","Lượt xem theo đối tượng liên quan nhất (M, 65+)","Lượt xem theo đối tượng liên quan nhất (M, 55-64)"
8.97E+14,1.01E+14,Fanpage ,,"Hong hơn thua thì hong chịu nổi :)))

#DoctorSlump",0,02/04/2024 21:19,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0nYAFwiMqxuLiTgYXjJJkdCzLM3sKFkenr6DjMDxw2M5mugLgdEJ2WThN2zsZuJwFl,0,0,Ảnh,,,,,Trọn đời,53342,53231,1725,1710,8,7,,,1443,1272,171,,53342,0,53231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,0,0,,,,,,,,,,,,,,,,,
8.97E+14,1.01E+14,Fanpage ,,Cách học sinh giỏi nói chuyện :)),0,02/04/2024 20:42,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0KHEaTtpLtJnVJzCWRikeMEkCwNWbpE8BFG6AXVbYqL2rNQeKsBsgQoAv9548PWmtl,0,0,Ảnh,,,,,Trọn đời,174326,169639,2996,2885,85,26,,,6351,6156,195,,174326,0,169639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8065,0,0,,,,,,,,,,,,,,,,,
8.97E+14,1.01E+14,Fanpage ,,"Anh nghĩ đơn giản, tình yêu đối với anh chỉ là...",0,02/04/2024 19:43,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0mspz1p63wtfwZyY5nanLdJTWCWYdbyyZQuremsPo7gW4Q9MPCPBQnwtjFNDgfALrl,0,0,Ảnh,,,,,Trọn đời,372022,370875,9999,9727,200,72,,,32914,32369,545,,372022,0,370875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36188,0,0,,,,,,,,,,,,,,,,,
8.97E+14,1.01E+14,Fanpage ,,Truyền động lực 👍,0,02/04/2024 18:33,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid024duYvXLuXET2ebUnGASFgT3JA26axXmTNo6HPh3J8ayNdu3KibSwHy8qt8YstMBNl,0,0,Ảnh,,,,,Trọn đời,94036,91419,2184,2068,90,26,,,3865,3600,265,,94036,0,91419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,0,0,,,,,,,,,,,,,,,,,
8.96E+14,1.01E+14,Fanpage ,,Họ Hứa tên Yên Tâm đích thị Tram Na 👌,0,02/04/2024 18:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid034chqgJnKieDHY6ws9KWnnJV1xwWrXuZQxJsPTAvJuR13royVNRNNWTExVYBc1X2yl,0,0,Ảnh,,,,,Trọn đời,139949,139274,4548,4450,80,18,1,,3738,3385,353,,139949,0,139274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098,1,1,,,,,,,,,,,,,,,,,
8.96E+14,1.01E+14,Fanpage ,,10 năm không gặp tưởng tềnh đã phai :)))),0,02/04/2024 15:55,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0fNHgDxL4jVxzo4LoyFh6UZt7GQeh7bnGSAtLTmnBmoBYqCswvwrJMDUZXAwe354hl,0,0,Ảnh,,,,,Trọn đời,466467,466467,20418,20179,118,121,3,1,24196,23703,493,,466467,0,466467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34949,4,4,,,,,,,,,,,,,,,,,
8.96E+14,1.01E+14,Fanpage ,,Tạo hình của Song Joong Ki trong phim #MyNameIsLohKiWan ✨,0,02/03/2024 21:30,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0iS5jRu3A7tb9r6fpkgfy3ks2yZrGVjnPuZjjyPwUGJFrBoTriGiX8ZWvQULnp5Rjl,0,0,Ảnh,,,,,Trọn đời,78504,77138,1217,1105,103,,,,7238,6911,327,,78504,0,77138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7432,0,0,,,,,,,,,,,,,,,,,
8.96E+14,1.01E+14,Fanpage ,,Still cuts nhân vật Lee Jihan của Moon Sang Min trong phim #WeddingImpossible ✨,0,02/03/2024 21:01,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0Nhn9qaZiW7m1YV7rfXXxAEM1YLeFJUGfdJteTGaLBiSp8NiKtQE8TdhRY3tW55Mcl,0,0,Ảnh,,,,,Trọn đời,62312,,2267,2144,104,19,,,2601,2356,245,,62312,0,60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3827,0,0,,,,,,,,,,,,,,,,,
8.96E+14,1.01E+14,Fanpage ,,"Tkằng nào làm em pùn, để anh giải quyết nó =)))",0,02/03/2024 20:34,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0RCvHavcCJh6JUtKzFcE1R2T2MWGNdtzZkxh5C8GcndkCfYGv51Mg8C4XiLM24Si7l,0,0,Ảnh,,,,,Trọn đời,58053,56695,2875,2674,178,23,,,1941,1613,328,,58053,0,56695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,"Still cut ep 3 phim ""Doctor Slump""",0,02/02/2024 21:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0rYn5KPwoPdWnwSLJA7wLJERfPzX3BZeRpUJ6pR9Ptd46uBBKFDzkCTZYKyU1eszCl,0,0,Ảnh,,,,,Trọn đời,43038,43038,1153,1129,20,4,,,,817,170,,43038,0,43038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,Là do iem hồ đồ :(((,0,02/02/2024 17:38,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02XbgmJXPnrAjNN8nZmC9ibpB8P1MggKnMg6jqnF4wV3UPwF3sNf78mvd2eFXpyRKel,0,0,Ảnh,,,,,Trọn đời,1741439,1741439,59714,57834,1557,323,9,2,74823,73684,1139,,1741439,0,1741439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107034,11,11,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,"Nội dung phim này hay quá 😍

#LeeDongWook",0,02/02/2024 17:17,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0q6MkQjY1m8W4w4VBzjN7J5bxb6ZmPYA4jfbs3UYU2CtLy35YwBZF8ZMQgmLLtAeQl,0,0,Ảnh,,,,,Trọn đời,236007,233236,9239,8588,526,125,1,1,7103,6429,674,,236007,0,233236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13271,2,2,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,"Ơ chị Nhi, chị Dịu Nhee 😀",0,02/01/2024 12:34,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02GKLXtuc23KxoA8KdUTjLcuhCiWPTAmkWVMywKftMnHckqRguxuJNVnSucFgo6iELl,0,0,Ảnh,,,,,Trọn đời,38901,37226,1476,1458,10,8,,,2682,2515,167,,38901,0,37226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,Bale - Bỉ ngạn nou: Li` như trou 😳,0,02/01/2024 12:14,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02GoQPqkvznr6S2uKAMzzhZB2uBTLzZ9HWZJmYdBXTXfJvkjWRZ1NYjUUrUqs2WzyDl,0,0,Ảnh,,,,,Trọn đời,164612,163119,2464,2267,172,25,,,7968,7760,208,,164612,0,163119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,Bỉ ngạn nâu: ngầu 😎,0,02/01/2024 23:29,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0335G6HrNhhkTJSnuaiXciRbyXUiw4c6dn967WrtLSmpFtcJufZDzdthZM9tW4X3kVl,0,0,Ảnh,,,,,Trọn đời,63792,62385,1869,1821,41,7,,,2672,2217,455,,63792,0,62385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,Hé lộ những hình ảnh đầu tiên về bộ phim #SquidGame2 🔥,0,02/01/2024 22:42,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0vZcatigQWicpzyYEYXLAzLh4ENA1QTx76kkYaMd1Xc6jzzVFfVcZBc54FSUyUpkKl,0,0,Ảnh,,,,,Trọn đời,31237,30072,,,13,3,,,1126,976,150,,31237,0,30072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,"Hình ảnh đầu tiên của Song Kang và Lee Do Hyun trong teaser phim ""Sweet Home 3""",0,02/01/2024 22:10,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0bLUBe3Sb6HasGsTQRtY1WP7Ktwz64Fxo4AT27bKwTs2GAzxmw3LptfDzmjFUW6BMl,0,0,Ảnh,,,,,Trọn đời,264009,264009,6608,6203,351,54,,,13284,12666,618,,264009,0,264009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16434,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,Chuẩn bị mà đi ăn cưới anh Tra với chị Trà 🥳,97,02/01/2024 21:30,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid034d2pPgQYfPyVkZxvXY3Gqfz8RsTXSbfoU2bQtA4oqJxeFaSaQfdFAPJiFgNUM181l,0,0,Video,,,,,Trọn đời,161116,161116,2844,2811,13,20,,,11996,11943,,53,161116,0,161116,0,87568,20691,86519,20691,0,87568,0,0,0,0,2740575.241,823.892,244160.809,0,20.257,8.323,19.049,0,13366,0,0,2985559.942,20.144,0,0,0,26761,32448,8413,3365,3392,542,686,114,93,155,31,26
8.95E+14,1.01E+14,Fanpage ,,"Sao anh đẹp trai mà hay hơn thua quá dị :))

#DoctorSlump",0,02/01/2024 21:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0aa2AqZGKFAMoqCNPFty9tiFvkep2GqDsShXkd9mvt2Kf6Q72cHEpFPMUx46iWE4Ul,0,0,Ảnh,,,,,Trọn đời,49555,49555,1696,1670,21,5,,,1414,1127,287,,49555,0,49555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,0,0,,,,,,,,,,,,,,,,,
8.87E+14,1.01E+14,Fanpage ,,"Sao mà đáng iuuuuu waaaa iiii 👉👈

#MyDemon",0,01/20/2024 20:55,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0srZzz3jPgHLQePQ3oKMufG7fQunjBJKVmWjLJjfiGa4Wv1dAQs5qkifVyw1FSa28l,0,0,Ảnh,,,,,Trọn đời,91209,91209,7303,7152,128,,,1,7512,6375,1136,1,91209,0,91209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11762,1,1,,,,,,,,,,,,,,,,,
8.87E+14,1.01E+14,Fanpage ,,"Chèo lộn thuyền rồi
Đây mới là cp chân ái🫶",0,01/20/2024 20:57,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid035emcnYFGUsE1UKbJRcMo2tshAzaJxMCZEk47AuNQ1GcQQw9VDDUF2GUGa8SjFQ1Ql,0,0,Ảnh,,,,,Trọn đời,134424,134424,9411,8972,396,43,,,10655,10230,425,,134424,0,134424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16210,0,0,,,,,,,,,,,,,,,,,
8.95E+14,1.01E+14,Fanpage ,,"Ngữ như anh thì đúng là túi trà thật...

#MarryMyHusband",0,01/20/2024 20:54,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid09QY736zCWv3swYsC8bj3zKLxTzUJLcmWR8yiKy9zETDrJWG3BdHmwgwccyKa8bpKl,0,0,Ảnh,,,,,Trọn đời,1107464,1102206,10708,10514,142,52,6,,52442,50703,1739,,1107464,0,1102206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55900,6,6,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"Chú Pasin gọi, chú Jinman nghe rõ trả lời ?",0,01/31/2024 10:44,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02DxPSRXXY2P1RYHzMgBRDjSqjXLgZWBSh2GdWM7pj3zo5apsGPbFFP1kYrcFsEaKal,0,0,Ảnh,,,,,Trọn đời,74235,74235,1860,1829,23,8,,,2661,2432,,,74235,0,74235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648,0,0,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"Cú sh0ck đời đầu : Lần đầu tiên đạt hạng 2 =))

#DoctorSlump",0,01/31/2024 22:34,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0Qut8S5EFe1CugwmK7ack2ph59w2MjEJhUK5mQ6MXguEwNEm8CC5JqciUKcbqgBzil,0,0,Ảnh,,,,,Trọn đời,75999,75999,2353,2309,33,11,,,5359,4680,679,,75999,0,75999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6521,0,0,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,Đến cuối cùng chỉ có phó phòng Kim là thật lòng với em🥹,40,01/31/2024 21:04,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0yfhdhgbfZ7xujukAdLTzUssS1TUvQEPB9fDy4rwSCh6YWa1kQrCuevjvUmNdNKnVl,0,0,Video,,,,,Trọn đời,351926,350317,5074,5000,40,34,,,34228,34101,,127,351926,0,350317,0,192240,0,192240,0,0,192240,0,0,0,0,4268811.286,2209.112,335928.305,0,14.204,6.053,13.735,0,35351,0,0,4606948.703,14.158,0,0,0,49296,87237,23099,6199,8122,1222,1813,222,180,348,73,55
8.94E+14,1.01E+14,Fanpage ,,"KIM GOEUN VÀ LEE DO HYUN CHO ""EXHUMA"" 🔥",0,01/31/2024 20:45,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02p7EujWuinqgzHqouYTPkyaGHJMMDvXR59ZLUQKoLxWrjr2PP1UWYVuX3uZv3wZW5l,0,0,Ảnh,,,,,Trọn đời,208168,200475,7886,7536,221,129,,1,11128,10538,590,,208168,0,200475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15150,1,1,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"Preview tập tuần sau 

#MarryMyHusband",0,01/31/2024 20:30,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid06rfe9viTLiKWmUVKT3cNwfGgb7tno3GoaGetm2wtQhDSVk6qm6ZiDphdJ6nHf7j7l,0,0,Ảnh,,,,,Trọn đời,50789,50270,1291,1271,19,,1,,2887,2544,343,,50789,0,50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3589,1,1,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,Nghĩ hay lắm =))),0,01/31/2024 20:16,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02wP1Y8DhL9rR5RssMNTToEehzNpoVYP5kpgcFgrHD3qtc1Wq7qpgtMEvw9BexEFhMl,0,0,Ảnh,,,,,Trọn đời,738262,718861,12538,12237,260,41,,,142521,141224,1297,,738262,0,718861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133032,0,0,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,Vốn nghĩ rằng bản thân vẫn ổn cho đến khi không thể chịu đựng được nữa...🥺,71,01/31/2024 16:19,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid022NrYzZJTKat3NSuPpcUea3gYnMYg4nD3D52uRYp7ZAN339tpShjrC54Q9E9xNEGal,0,0,Video,,,,,Trọn đời,181153,179068,,2337,20,74,1,,8364,8345,,19,181153,0,179068,0,107456,21067,104370,20837,0,107456,0,0,0,0,2910918.82,5605.168,201057.459,0,18.702,7.985,16.185,0,10137,1,1,3117581.447,18.471,0,0,0,31315,48375,12995,2883,2666,689,645,132,99,149,24,34
8.94E+14,1.01E+14,Fanpage ,,"Hình ảnh buổi đọc kịch bản phim ""Queen Of Tears""",0,01/31/2024 17:50,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid028kK5awvv9zajzHdDJCgdRfD1BYawK8VZPgi5Pv6AurYRfLD8wvkML8uNGPtnHkg3l,0,0,Ảnh,,,,,Trọn đời,545934,545934,15634,15230,331,73,3,,27336,26350,986,,545934,0,545934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32480,3,3,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"Giấy lau miệng nha, đừng nghĩ gì khác :))",0,01/31/2024 17:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0K338hYheCLnjcjjfh2tXFXo569pyTqrCJzq7u4usijcXYRAcczvGh5deCFw3pfLdl,0,0,Ảnh,,,,,Trọn đời,1338221,1316683,36644,36199,397,48,9,,182477,178549,3928,,1338221,0,1316683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183177,9,9,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,2 cứ lạc quan vậy cho iem 🫰,0,01/31/2024 16:08,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02t2Q3QJQ3e1CMDBHP7QZYWpsRUK5JcL6t32g72kG6ysxgQ4rMtfJVm7GKWYCNCQGNl,0,0,Ảnh,,,,,Trọn đời,720993,703269,16734,16431,269,34,,2,86091,85666,425,,720993,0,703269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88044,2,2,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,Mới vô làm mà có đồng minh rồi,Mới vô làm mà có đồng minh rồi,34,01/31/2024 15:49,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02GqhSKFRN8KxCGFVE8K4vtojrTipsrJDMi64qBsLyrzVP2tEiGgTGJPxKs7E1wif7l,0,0,Video,,,,,Trọn đời,27631,27176,224,,3,6,,,1044,1042,,2,27631,0,27176,0,13918,0,13724,0,0,13918,0,0,0,0,192853.288,0,44995.271,0,10.268,0,8.863,0,1189,0,0,237848.559,9.968,0,0,0,2642,3219,854,2935,2965,76,344,19,41,12,14,12
8.94E+14,1.01E+14,Fanpage ,Ạnh cảnh sát tấu hài quá,Ạnh cảnh sát tấu hài quá,37,01/30/2024 13:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid045h2TxbZ62DYtDhnkCvUghMv1qPyVPRtqmKb985vmfRT6efvPUcosCBWddg211Psl,0,0,Video,,,,,Trọn đời,20543,20522,,,2,4,,,,601,,2,20543,0,20522,0,7972,0,7823,0,0,7972,0,0,0,0,96315.19,8.457,41889.603,0,7.796,1.692,8.36,0,730,0,0,138213.25,7.956,0,0,0,2454,2597,738,708,596,63,110,15,21,8,5,7
8.94E+14,1.01E+14,Fanpage ,,"Một từ thôi "" quá đã"" 😘",46,01/30/2024 12:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid033YZfRkhTe1muDRz7Cy4wiSaq2Ta6nJzL39qsk4JkmqovDdwP8v5vrMsCR4Qyu7xHl,0,0,Video,,,,,Trọn đời,246339,246339,6570,6475,50,45,,1,16761,16738,,23,246339,0,246339,0,127160,0,127160,0,0,127160,0,0,0,0,3200599.351,3045.295,270058.754,0,15.289,6.953,14.447,0,21214,1,1,3473703.4,15.203,0,0,0,38167,45964,18476,2803,2489,1645,941,208,162,222,61,54
8.94E+14,1.01E+14,Fanpage ,,Hỏi thì đáp của mẹ chồng nàng dâu hụt :)),0,01/30/2024 11:10,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid03x3dfmmL6ggZJ66aPtFVt9f7WkdcbCn7jNzLBsq1E8SNE5Ybzqgq5RiRog2jyQaQl,0,0,Ảnh,,,,,Trọn đời,654472,647765,25165,24775,234,156,11,1,60729,58664,2065,,654472,0,647765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72740,12,12,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,Vừa đủ :)))),0,01/30/2024 10:49,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid07oAQB4Kzbe11KB8A5Yz1BbhssGm7nZ6HQMRPa2CMzrqa63wbpdrPaGTBxBgRyfAKl,0,0,Ảnh,,,,,Trọn đời,1216574,1194073,43963,43053,783,127,2,1,168006,165745,2261,,1216574,0,1194073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177372,3,3,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,1 người có thai 2 người nhột 🤣,0,01/30/2024 00:03,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02AWKD8ErRFRvuMoqqAtYLZrsufgSzdDNdQi288Fiz88Jz32PvVrpPvgHn6kWqZZBjl,0,0,Ảnh,,,,,Trọn đời,340534,335710,14135,13919,186,30,1,,47261,44356,2905,,340534,0,335710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48570,1,1,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"[Spoil ep 10] Aaaa cuối cùng ngày này cũng tới 

#MarryMyHusband",0,01/30/2024 21:24,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0j4ZMHb7tC8C6JDJ3oceVRvmpGt5GFMAKYATb4msdJKH2s4WiaWbc4MyEtd7myhqFl,0,0,Ảnh,,,,,Trọn đời,107896,107896,4154,3908,233,,,,9166,8397,768,1,107896,0,107896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10804,0,0,,,,,,,,,,,,,,,,,
8.94E+14,1.01E+14,Fanpage ,,"Xin phép trả con trai mẹ về nơi sản xuất 🤣
#MarryMyHusband",45,01/30/2024 21:09,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02AWeEi5kqssBA2AVChJ8eQHqViRM4nyjWqTcmbYCWwk5uDvhiS8brGie3sste96iil,0,0,Video,,,,,Trọn đời,54906,54817,594,586,3,5,,,2750,2743,,7,54906,0,54817,0,30851,0,30851,0,0,30851,0,0,0,0,637205.273,3.372,82177.625,0,14.838,3.372,12.011,0,3131,0,0,719386.27,14.448,0,0,0,6695,14701,4641,952,1324,257,302,48,37,63,10,16
8.94E+14,1.01E+14,Fanpage ,,Chị nhà ra tay xử lí trà xanh và tra nam 🥳,38,01/30/2024 20:55,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02mGfKHLATaQdVLr38WmiYbewFon3GyGb1PGU6Rug1tbUGm53SfpNe2iKx7xQ63GYCl,0,0,Video,,,,,Trọn đời,169458,169458,1539,1526,2,11,,,17144,17112,,32,169458,0,169458,0,86729,0,86436,0,0,86729,0,0,0,0,2120948.532,71.367,179165.593,0,15.008,8.921,15.245,0,16681,0,0,2300185.492,15.025,0,0,0,21207,44116,10103,2050,2963,433,622,82,49,119,18,18
8.94E+14,1.01E+14,Fanpage ,,"Vô tình gặp lại, vô tình tương khắc, rồi chúng ta sẽ yew nhau~",124,01/30/2024 20:31,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02A6HiLtT6r9eByLdU9D525xutpVcmJNewFdoQ4EWXRYWA1h1mYKpj9U4JSh1yJ6fAl,0,0,Video,,,,,Trọn đời,22240,20732,485,468,10,7,,,816,816,,,22240,0,20732,0,8628,1587,8260,1552,0,8628,0,0,0,0,199006.495,63.601,53148.836,0,13.481,3.348,13.976,0,1140,0,0,252218.932,13.571,0,0,0,3182,2476,836,417,299,81,51,24,18,22,5,6
8.94E+14,1.01E+14,Fanpage ,,Anh hỏi thì em trả nhời 🤡,0,01/30/2024 18:29,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid05oHn9ZGuvJD9QbFPyn6egN29bwhMGQLYErGNqWtE6Cvs1rQJGXkSAnBpZeNAsycql,0,0,Ảnh,,,,,Trọn đời,200779,200779,9489,9404,58,27,4,,8447,7976,471,,200779,0,200779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15239,4,4,,,,,,,,,,,,,,,,,
