ID bài viết,ID Trang,Tên Trang,Tiêu đề,Mô tả,Thời lượng (giây),Thời gian đăng,Loại chú thích,Liên kết vĩnh viễn,Là nội dung đăng chéo,Là bài viết chia sẻ,Loại bài viết,Ngôn ngữ,Nhãn tùy chỉnh,Trạng thái nội dung được tài trợ,Bình luận về dữ liệu,Ngày,Lượt hiển thị,Số người tiếp cận,"Cảm xúc, bình luận và lượt chia sẻ",Cảm xúc,Bình luận,Lượt chia sẻ,Số phản hồi tiêu cực từ người dùng: Ẩn tất cả,Số phản hồi tiêu cực từ người dùng: Ẩn,Tổng số lượt click,Lượt click khác,Tổng số lượt click của người dùng khớp với đối tượng nhắm mục tiêu (Photo Click),Lượt click vào liên kết,Lượt hiển thị từ Bài viết tự nhiên,Lượt hiển thị từ Bài viết đã quảng cáo,Số người tiếp cận từ Bài viết tự nhiên,Số người tiếp cận từ Bài viết đã quảng cáo,Lượt xem video trong tối thiểu 3 giây,Lượt xem video trong tối thiểu 1 phút,Số người xem trong tối thiểu 3 giây,Số người xem trong tối thiểu 1 phút,Lượt xem video trong tối thiểu 3 giây từ Bài viết đã quảng cáo,Lượt xem video trong tối thiểu 3 giây từ Bài viết tự nhiên,Lượt xem video trong tối thiểu 1 phút từ Đề xuất,Lượt xem video trong tối thiểu 1 phút từ Lượt chia sẻ,Lượt xem video trong tối thiểu 1 phút từ Người theo dõi,Lượt xem video trong tối thiểu 1 phút từ Bài viết đã quảng cáo,Số Giây xem từ Đề xuất,Số Giây xem từ Lượt chia sẻ,Số Giây xem từ Người theo dõi,Số Giây xem từ Bài viết đã quảng cáo,Số Giây xem trung bình từ Đề xuất,Số Giây xem trung bình từ Lượt chia sẻ,Số Giây xem trung bình từ Người theo dõi,Số Giây xem trung bình từ Bài viết đã quảng cáo,Người dùng đã tương tác,Số phản hồi tiêu cực từ người dùng,Số phản hồi tiêu cực của người dùng,Số Giây xem,Số Giây xem trung bình,Thu nhập ước tính ((USD)),CPM quảng cáo ((USD)),Lượt hiển thị quảng cáo,"Lượt xem theo đối tượng liên quan nhất (F, 18-24)","Lượt xem theo đối tượng liên quan nhất (F, 25-34)","Lượt xem theo đối tượng liên quan nhất (F, 35-44)","Lượt xem theo đối tượng liên quan nhất (M, 18-24)","Lượt xem theo đối tượng liên quan nhất (M, 25-34)","Lượt xem theo đối tượng liên quan nhất (F, 45-54)","Lượt xem theo đối tượng liên quan nhất (M, 35-44)","Lượt xem theo đối tượng liên quan nhất (F, 55-64)","Lượt xem theo đối tượng liên quan nhất (M, 45-54)","Lượt xem theo đối tượng liên quan nhất (F, 65+)","Lượt xem theo đối tượng liên quan nhất (M, 65+)","Lượt xem theo đối tượng liên quan nhất (M, 55-64)"
9.20E+14,1.01E+14,Fanpage ,,"Thấy ảnh flex mà t mắc cở dùm luôn á 

#QueenOfTears",0,03/17/2024 19:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02dXhUaASy3z9bRBz2sDTHwtKUxWHXucE75zwBJjyjXebAkGBZHGs5F857WbM2r5PBl,0,0,Ảnh,,,,,Trọn đời,51054,50773,,888,8,5,,,4382,3687,694,1,51054,0,50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588,0,0,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,Giá mà ngày nào chị cũng thế này thì Huyn Woo của chúng em có đỡ vả không 🫶,45,03/17/2024 20:28,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0fDfGywhsPeT1u7E257KXCMt6BQp369Xa5SEU44xhPFUSD4KKafcKAyBYxcCPsmDtl,0,0,Video,,,,,Trọn đời,260960,258958,5934,5837,11,86,,,12647,12607,,40,260960,0,258958,0,152145,0,149628,0,0,152145,0,0,0,0,3087991.018,1800.295,266818.993,0,14.076,23.381,14.273,0,17030,0,0,3356610.306,14.093,0,0,0,51438,62247,16286,7527,7843,1063,1675,166,196,269,79,53
9.21E+14,1.01E+14,Fanpage ,,Vợ ông em có vẻ không phải dạng vừa đâu,84,03/17/2024 21:08,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0GzmEZHxpcWZhEzLw36h931bmf937RsN39KNRnvLNPSAzeX7unXFdT721UL6XZaS3l,0,0,Video,,,,,Trọn đời,327529,315843,5643,5577,,55,1,1,28243,28184,,59,327529,0,315843,0,196016,67335,194769,67335,0,196016,0,0,0,0,7820586.347,1075.222,370011.265,0,27.203,10.44,27.183,0,31086,2,2,8191672.834,27.196,0,0,0,49415,89267,28161,10362,11268,1708,2803,248,310,327,117,60
9.21E+14,1.01E+14,Fanpage ,,"Ep 5 tuần sau kiểu :(
Nữ hoàng nước mắt là người xem 🤧",0,03/17/2024 20:57,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid04KtUEJiFmmPsygs5wDCDui1L3hWgSrwQ4gogaRfeSiaEQpWWEtVszxQ5ner6NYEel,0,0,Ảnh,,,,,Trọn đời,238227,234696,4230,4130,87,13,,2,17071,16220,850,1,238227,0,234696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18083,2,2,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,"[SPOIL EP 4] HyunWoo và Haein đã từng có con với nhau 

#QueenOfTears",0,03/18/2024 21:22,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0c9eZ1bVE9VYBonSNMCjYZka3FehBLPTyEjCqgzYsaZyfoAscxuHE3w6jKGtAHiiPl,0,0,Ảnh,,,,,Trọn đời,113708,108932,2727,2678,43,6,,1,13886,13011,875,,113708,0,108932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025,1,1,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,Thời buổi bây giờ phải có 35 con bò mới cưới được elm,0,03/18/2024 21:57,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02HPUfGzQgSfZLow4xX3oeFajZeLp5DRNHWkHJeoxCpNJsMwQBF6EUGr7R5ZVFz6iGl,0,0,Ảnh,,,,,Trọn đời,33857,33857,1825,1781,,8,,1,,683,269,,33857,0,33857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,1,1,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,"Đã nghịn mà lại còn ngại...

#QueenOfTears",112,03/19/2024 07:56,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02dued5fWZpCYfzWK8U3vgAxF2ZeHVxjdGrdS2bTP6Lsy66KWxoJ8pWbcQS5yYDrxql,0,0,Video,,,,,Trọn đời,813077,807927,14875,14556,83,236,5,2,52967,52783,,184,813077,0,807927,0,486112,125214,470948,123369,0,486102,0,0,0,0,16487123.89,3614.049,574805.854,0,23.253,6.706,20.96,0,61008,7,7,17065567.48,23.154,0,0,0,131330,181068,62417,44296,37282,4981,9080,647,945,767,403,210
9.21E+14,1.01E+14,Fanpage ,,DISPATCH TUNG ẢNH HẸN HÒ CỦA RYU YUN JEOL VÀ HAN SO HEE TẠI HAWAII 🔥,0,03/19/2024 08:40,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0o36pPRN7yxWhspvJY9URub5n5mvvLEgTSJesyyQJq6tDvdd9S7K3bqjkiwdu2Jbrl,0,0,Ảnh,,,,,Trọn đời,149117,146770,6359,5854,477,28,,1,46664,26253,20409,2,149117,0,146770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37517,1,1,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,Phim đang cố gắng gửi tín hiệu đến con dân sao 🫣,0,03/19/2024 12:12,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02GsZ6PTcS4sdtFnRBAjfNF1SSEbHKY87RYmKYNLB8y2pkocBKmYLJohLtHeZZDmsZl,0,0,Ảnh,,,,,Trọn đời,81262,81262,2188,2179,5,4,,,9063,3508,5555,,81262,0,81262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132,0,0,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,"🔥 HYERI BẤT NGỜ LÊN TIẾNG XIN LỖI. NGUYÊN VĂN CÔ CHIA SẺ NHƯ SAU:

""Xin chào. Tôi là Hyeri. Đầu tiên, tôi thành thật xin lỗi vì những đồn đoán, tranh cãi nảy sinh do cảm xúc cá nhân của tôi trong những ngày qua. Tôi không nghĩ là mình biết mỗi hành động nhỏ của bản thân sẽ có tác động như thế nào. Tôi chân thành xin lỗi bất cứ ai bị tôi làm ảnh hưởng.

Tháng 11 năm ngoái, một bài báo xuất hiện về việc chúng tôi đã chấm dứt mối quan hệ 8 năm. Quá trình này không phải là một quyết định được đưa ra trong một khoảng thời gian ngắn. Thậm chí ngay sau khi tin tức chia tay của chúng tôi được công bố, cả hai đã có cuộc nói về việc hãy đối thoại nhiều hơn. Tuy nhiên, chúng tôi đã không có bất kỳ liên lạc hay gặp gỡ nào kể từ cuộc trò chuyện đó.

Và sau khi đọc bài báo mới vào 4 tháng sau, có vẻ như cảm xúc của tôi lúc đó là của Lee Hyeri chứ không phải nữ diễn viên Lee Hyeri. Tôi xin lỗi một lần nữa vì đã gây ảnh hưởng do cảm xúc lúc đó.

Sở dĩ tôi không thể nói cho mọi người biết nguyên nhân hành vi của tôi mấy ngày qua là vì cuộc trò chuyện của chúng tôi quá riêng tư. Tôi nghĩ điều đó thực sự sẽ khiến tôi mệt mỏi hơn. Tôi cũng xin lỗi nếu điều này làm mọi người bối rối.

Từ giờ trở đi, tôi sẽ cẩn thận hơn trong lời nói và hành động của mình. Xin cảm ơn.

(Bài đăng này sẽ sớm bị xóa. Cảm ơn các bạn)"".",0,03/18/2024 14:39,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02fv4tawhRJ3Efi4GmorJcQvqGc2vv3jWtUDU5KG9SfvaE63iN2wHcUFfuHLiJUFAfl,0,0,Ảnh,,,,,Trọn đời,227111,218420,2888,2655,209,24,2,1,29687,27730,1957,,227111,0,218420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27088,3,3,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,Tiếp tục đi ăn cưới Nam Ha Neul và Jeong Woo thôi nào 🥰,0,03/18/2024 18:02,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid035j8z6eSFcsdnkJMe688tTSMqeqRWk24A2EyHSaos3MP7orYhUyNeFqiXamKX4P93l,0,0,Ảnh,,,,,Trọn đời,104443,102950,2471,2419,42,10,,,4127,3103,1024,,104443,0,102950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,,,,,,,,,,,,,,,,,
9.21E+14,1.01E+14,Fanpage ,,"Anh nhà thương chị Hong đến ngọt xĩu luôn mà...

#QueenOfTears",114,03/18/2024 10:39,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0NNzeZV7NyokH3o2czn4yBqpVHeG2rvp2Bw8P4hrvpsntPmZfH7AAgGBAEz222t3Rl,0,0,Video,,,,,Trọn đời,164306,164058,4100,4046,8,46,1,2,8589,8569,,20,164306,0,164058,0,84822,23659,84392,23659,0,84822,0,0,0,0,2892796.94,1009.86,244532.553,0,21.421,4.04,17.298,0,10940,3,3,3138339.276,21.001,0,0,0,24788,33580,12624,4134,3219,1008,1009,145,145,155,50,35
9.21E+14,1.01E+14,Fanpage ,,Chuẩn bị khăn giấy 🤧,48,03/18/2024 14:49,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02xU8hPMw4kejK5aw2qTFopPdDYy6YUkX9EG35HaMfmhG5fw6kvFgWHLtnpBaNWnfVl,0,0,Video,,,,,Trọn đời,433897,431890,8780,8639,69,72,,,25413,25334,,79,433897,0,431890,0,249294,0,248487,0,0,249293,0,0,0,0,5952480.393,3437.33,537356.587,0,16.551,6.413,13.964,0,31788,0,0,6493274.31,16.286,0,0,0,73666,98561,31684,16941,15988,2312,3573,366,342,423,157,88
9.22E+14,1.01E+14,Fanpage ,,Liệu dự báo rằng kết phim sẽ buồn ?,67,03/19/2024 19:16,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02c8E9ZjmzeYyQQXauMeBxng8VujCUtwzYHRtYu1Ep2sc29MvjPk96U9iXinenjqKKl,0,0,Video,,,,,Trọn đời,341181,336040,5583,5486,50,47,1,2,25768,25701,,67,341181,0,336040,0,190812,40856,189828,39390,0,190812,0,0,0,0,4741595.795,1350.561,333111.498,0,16.779,8.658,15.155,0,28001,3,3,5076057.854,16.656,0,0,0,56503,79785,25809,10834,9459,1848,2226,288,261,348,111,65
9.22E+14,1.01E+14,Fanpage ,,"EXHUMA: QU (Ậ) T M (Ộ) TRÙNG M (A) “LÀM MƯA LÀM GIÓ” TẠI PHÒNG VÉ VIỆT VÀ VẪN CHƯA CÓ DẤU HIỆU GIẢM NHIỆT 🔥🔥

Trở lại sau 5 năm kể từ Svaha: The Sixth Finger, đạo diễn Jang Jae Hyun tiếp tục khai thác về đề tài tâm linh huyền bí và ông đã tạo nên “cơn s (ố) t” mới với Exhuma: 
Qu( ậ) t M (ộ) Trùng M (a).
Exhuma  xoay quanh bốn nhân vật cùng làm nghề tamlinh: thầy phong thủy Sang Deok, người làm tangle Yeong Geun và hai pháp sư Hwa Rim - Bong Gil. Câu chuyện bắt đầu khi họ nhận lời kứu giúp hậu duệ nhỏ nhất của gia đình nhà họ Park thoát khỏi sự dedoa của thế lực tama.

Xét về điểm đặc biệt nhất của phim thì phải nói đến phần kịch bản. Sức hút của kịch bản ở chỗ yếu tố kinhdi được đan xen với yếu tố văn hoá và lịch sử. Xuyên suốt bộ phim không chỉ là hành trình tieu diet honma kỳ wái mà là tìm ra chân tướng sự thật được chonsau dưới ngôi m (ộ) cổ. 

Exhuma không phải là bộ phim thuần kinhdi vì ngoài khía cạnh tamlinh,  phim còn khai thác về tôn giáo và lịch sử . Các thông điệp về lòng yêu nước và tự tôn dân tộc cũng được thể hiện một cách mạnh mẽ và rõ ràng thông qua các tình tiết ở cuối phim.

Bộ phim không mang đến cảm giác sohai cho người xem bằng những màn jumpscare choấn động mà là ở bầu không khí m@ wuái, lúc nào cũng trong trạng thái kịch tính đến nghettho. 

Nội dung được chia thành sáu chương, mỗi chương đều chứa đựng pí ẩn không thể ngờ đến. Twist chồng twist nhiều đến mức không thể đoán được điều gì sẽ diễn ra tiếp theo. 

 Am thanh chân thật đến ronnguoi cũng chính là yếu tố khiến bầu không khí trong phim thêm phần nặng nề và dangso. Mỗi chi tiết trong phim đều được đầu tư chỉn chu để truyền tải một ẩn ý hay thông điệp gì đó. Cũng vì thế mà bộ phim đòi hỏi sự tập trung cao độ của khán giả khi xem.

Bên cạnh một kịch bản gần như là hoàn hảo như thế thì dàn diễn viên trong phim cũng chất lượng không kém. Các nhân vật từ già tới trẻ, từ chính tới phụ đều đã hoàn thành xuất sắc vai trò của mình. 

Exhuma: Qu (ậ) t M (ộ) Trùng M (a) không hẳn sẽ khiến bạn giatminh huhet nhưng chắc chắn sẽ khiến bạn phải nintho theo dõi đến phút cuối cùng!",0,03/19/2024 20:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02DtZmTfkXNVVDAt4xqDFpr1XvadkuQX7RrndSLeAAqK38s647jQ18ryYQ5ep9WFxnl,0,0,Ảnh,,,,,Trọn đời,61307,60677,1354,1298,49,7,,,2809,2702,107,,61307,0,60677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,0,0,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Lee Kwang Soo và Lee Sun Bin được fan bắt gặp khi đang hẹn hò ở Nhật Bản 💞,0,03/19/2024 21:03,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0pLZjuTtPV8MbuPhVQ8XbhWhSoBmRKr2Au29iGhK2kk9vgf9GEiobtKheWrPDLVx5l,0,0,Ảnh,,,,,Trọn đời,47015,46039,1765,1758,4,3,,,2635,1983,652,,47015,0,46039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,0,0,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Sao mà cứ mang nhau ra ngược vậy anh chị 🥹,56,03/19/2024 10:59,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid07d7dXBFdMDPtuKdmboTkUfaLifwkDGCtzvH2KgP7dApHU8Bm6qxoauxf9UZd28nEl,0,0,Video,,,,,Trọn đời,56731,56731,,,5,14,,2,3034,3027,,7,56731,0,56731,0,21823,0,21535,0,0,21823,0,0,0,0,470023.503,93.203,73785.711,0,11.396,5.826,11.155,0,3365,2,2,543902.417,11.359,0,0,0,8760,7195,2444,1355,828,252,187,39,30,42,14,8
9.22E+14,1.01E+14,Fanpage ,,"Kuả ít lòng vòng :)))
Ảnh: Jiwonie VNFC • Ding Dong Deng",0,03/20/2024 16:01,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0XZB8y5w8vgBZnLbsRcfiadQUQF2GSPrgxKLoRK1bV92swAJESSnGMnXD1Pmo1gcYl,0,0,Ảnh,,,,,Trọn đời,121742,118050,5857,5769,45,43,1,,11295,9827,1468,,121742,0,118050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,1,1,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Go Kyung Pyo xuất hiện ấn tượng tại sự kiện Miss Gee Collection 🔥,0,03/20/2024 16:27,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0Kn4oXQ4qyQP2z9gT5rdgwHELBgdhVisWfXVfHwQEt4qVXwq4Ku3yaPYGh3qqcrCbl,0,0,Ảnh,,,,,Trọn đời,65147,64657,3293,3184,102,7,,,7331,5241,2090,,65147,0,64657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8092,0,0,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Anh em nhà này cute 💞💞,0,03/20/2024 17:30,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02YAzh4Lb4133WyX4kYfbp4Jgoh5ezvxXC82qDhSEresoAGnqXmnPjrQjsmyCutWJUl,0,0,Ảnh,,,,,Trọn đời,104267,99504,5719,5608,96,15,,1,5736,4843,893,,104267,0,99504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9801,1,1,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Đẹp trai xin đừng hề 🤡,0,03/20/2024 19:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02Wc2KBWtnfinv2Ys8udP9x8JDGSURDdd3VQSdvLB3NTFVJ1VAXdkfNnyYJPG9taJHl,0,0,Ảnh,,,,,Trọn đời,76916,76916,4760,4717,,10,,,,2290,543,,76916,0,76916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457,0,0,,,,,,,,,,,,,,,,,
9.22E+14,1.01E+14,Fanpage ,,Làm sao có thể làm ngơ trái tim mình...,52,03/20/2024 20:45,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0C18wvamQjmJtTiVcHNeB7sdro4sg62bTzh2iuyFuHFMa5eyJEZht1ayqpiLMbhVul,0,0,Video,,,,,Trọn đời,161619,161619,2867,2786,26,55,,,12924,12887,,37,161619,0,161619,0,88141,0,85321,0,0,88141,0,0,0,0,1773179.68,446.374,228807.711,0,13.643,3.849,13.055,0,14023,0,0,2002433.765,13.564,0,0,0,39567,28086,8425,4923,2966,832,560,123,73,158,38,30
9.23E+14,1.01E+14,Fanpage ,,"Kim Moo-yul hắk hóa sẽ đốiđầu với chú Ma Dong Seok trong phần mới nhất của
V (Â) Y H (Ã) M: KẺ TR (Ừ) NG PH (Ạ) T!
Sau màn kết hợp ăn ý trong Trùm, c (ớ) m & ák wuỷ, họ sẽ trở thành đối thu? của nhau trong lần trở lại này. Kim Moo-yul là đối trọng dangso, tanbao nhất trong dàn kẻ thù của chú Ma trong chuỗi phim 💣 tấn hành động Hàn Quốc đổ bộ mùa lễ này!!!
💥💥💥
V (Â) Y H (Ã) M: KẺ TR (Ừ) NG PH (Ạ) T sẽ chính thức đổ bộ ngày 26.04.2024.
#MaDongSeok #roundup #Kimmooyul #donlee",0,03/20/2024 11:03,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0fivqaFyUC8kTUkc9RSSJDPjHymZZnC3ipQ7pWEueGqUy8N3aMmkUkqzuxofeNggul,0,0,Ảnh,,,,,Trọn đời,12573,12573,1136,1130,6,0,,,,93,186,,12573,0,12573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,,Con gái uống say là chỉ có chuyện :)),57,03/20/2024 11:59,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02gud1KkSeYdk4oax22QYxJEpD4D2aEGkBkJVmqC5SP84dAzS8S2Ze7jC8FL47zKpbl,0,0,Video,,,,,Trọn đời,77034,77034,1021,1003,11,7,,,2380,2373,,7,77034,0,77034,0,41671,0,41670,0,0,41670,0,0,0,0,791373.821,36.633,87239.02,0,12.602,2.818,11.07,0,3159,0,0,878649.474,12.428,0,0,0,12015,17169,5855,2341,2144,492,536,75,69,86,28,17
9.23E+14,1.01E+14,Fanpage ,,Đã soay xin đừng làm pậii 🙃,0,03/20/2024 12:10,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid031Uej7DzvHg8zjYtQDxus4ckdRmyAK8vfhfSL5yhqBmwCdoKjBZSpuqXZmDbAyzKol,0,0,Ảnh,,,,,Trọn đời,130418,127635,3246,3216,17,13,2,,11483,9617,1866,,130418,0,127635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11572,2,2,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,"Nghệ thuật ""bông chềnh"" - Hong Hae In 🔥","Nghệ thuật ""bông chềnh"" - Hong Hae In 🔥",69,03/21/2024 16:36,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0BXBPvhZ75AwuG1Sj9PkrFsMP6fsCu7LfXfGyqzC4DtSLvBYiY4S7LscrKPhiUeHil,0,0,Video,,,,,Trọn đời,712229,683870,,22460,150,312,,2,53934,53709,,225,712229,0,683870,0,417898,92616,406224,87266,0,417898,0,0,0,0,11106391.25,42823.799,758539.349,0,18.163,7.474,18.745,0,67115,2,2,11907754.4,18.105,0,0,0,153722,145161,38841,24086,24000,4013,5511,735,784,795,264,217
9.23E+14,1.01E+14,Fanpage ,,2 couple Son Ye Jin - Hyun Bin và Lee Dong Wook - Gong Yoo đi xem bóng chày cùng nhau 🫶,0,03/21/2024 17:36,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0Q7U5JhpwF5N9wqqaMPJwB1gzhG9hzKqh1a6LRQBssYTxXiU9iAmxUqXZGLs2YGPgl,0,0,Ảnh,,,,,Trọn đời,89299,89147,4106,4012,83,11,2,,5591,5049,542,,89299,0,89147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,2,2,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,,Phim cảm động quá trời,109,03/21/2024 18:50,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02LE4JbeS9LPnELrV6tGxoh2dKXW6aUUBzbMGGoZyxHRgVRX37E83dSMDbjR21vhCNl,0,0,Video,,,,,Trọn đời,227513,216405,5046,4812,45,189,,1,14157,14077,,80,227513,0,216405,0,118140,26237,118140,26237,0,118140,0,0,0,0,3383512.499,4355.943,471206.578,0,18.513,5.687,17.723,0,15516,1,1,3859075.02,18.365,0,0,0,58603,36395,6055,8326,3704,513,495,100,85,153,49,36
9.23E+14,1.01E+14,Fanpage ,,Cặp đôi đáng yêu nhất phim 😚,77,03/21/2024 19:00,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid06xEfF2Zrr9QFdiaBwLgxx6QTMVeZd84ihKHgWESHwyVCKZdwm6wdB1FcJcV7CuDHl,0,0,Video,,,,,Trọn đời,408995,389986,6716,6523,,160,2,3,21546,21442,,104,408995,0,389986,0,262950,58002,255764,57952,0,262943,0,0,0,0,7261787.03,2141.671,557934.024,0,20.277,5.983,22.462,0,24993,5,5,7821862.725,20.404,0,0,0,99700,100048,26002,14835,12110,2152,2326,369,294,432,120,87
9.23E+14,1.01E+14,Fanpage ,,Kim Soo Hyun update hình ảnh cùng bạn thân IU,0,03/21/2024 19:31,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0FRgURoEafxEb2ThtwDXvPgryn5QSGuvMJXE2xB1iq4K8H8mZ5gLkAMZde91Y1ZJil,0,0,Ảnh,,,,,Trọn đời,91777,91777,3583,3570,9,4,1,,5691,5164,527,,91777,0,91777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7789,1,1,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,,"Đẹp trai xin hãy bình thường :))

#KimSooHyun",0,03/21/2024 20:07,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0bEnojWCJpJVUMhdEJHVPqzeYwZ9mQtto3TCPD43UNXefybEpaDSW9GZ5qULL78W2l,0,0,Ảnh,,,,,Trọn đời,1049705,1020196,62710,60589,1648,473,19,1,140477,138126,2351,,1049705,0,1020196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154251,20,20,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,,"Trailer phim ""Lovely Runner"" của Byun Woo Seok và Kim Hye Yoon

Phim sẽ phát sóng vào tháng 4 tới",0,03/21/2024 20:31,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0C9z3NEYFmnZQXaKoGZ3JQhjjJm3AbyXJ63QsoGzbsFj4UNQwJHvQmcbJXYN56Apgl,0,0,Ảnh,,,,,Trọn đời,40903,40409,759,699,43,17,,,1040,797,243,,40903,0,40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,,Trai đẹp Hwang MinHyun ngày đầu nhập ngũ: 🤡,0,03/21/2024 21:01,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid02KwtpWR6Q6TNu4n4oJ5h4aUw8AosVvYvPNmvVE5MSZZEWTJomzQ5EQDjXvy3ZbkCvl,0,0,Ảnh,,,,,Trọn đời,33858,32931,1714,1686,24,4,1,,,887,92,,33858,0,32931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,1,1,,,,,,,,,,,,,,,,,
9.23E+14,1.01E+14,Fanpage ,"Anh ta ko ngại, chúng ta ko ngại. Vậy ai ngại?","Anh ta ko ngại, chúng ta ko ngại. Vậy ai ngại?
Cre: linhthichxemphim",20,03/21/2024 11:50,N/A,https://www.facebook.com/FCHuongQuocvn/posts/pfbid0RXhjzYnL9N1mVCZ3KVpdWYEJ5vrovjNYkydsgg8mE5KPkzq8e5vspW57DBAfKqEil,0,0,Video,,,,,Trọn đời,339433,332136,11139,10860,230,49,,,23443,23403,,40,339433,0,332136,0,205997,0,203429,0,0,205997,0,0,0,0,2790567.522,1472.996,322477.475,0,9.809,7.329,10.282,0,30383,0,0,3114517.993,9.853,0,0,0,62839,76510,17264,15299,20670,1695,3373,359,328,361,169,102
