LoaiBaiViet,TGĐang,SoNguoiTC,TongLC,TongNTT,TongCXBLCS
Video,19:00,4163266.0,968623.0,896944.0,246641.0
Ảnh,18:30,56086.0,2231.0,3355.0,1683.0
Ảnh,16:43,57767.0,4068.0,6383.0,3423.0
Ảnh,15:30,115505.0,4934.0,6810.0,3452.0
Ảnh,12:35,63336.0,3011.0,6355.0,4118.0
Ảnh,11:15,106402.0,5754.0,8638.0,4664.0
Ảnh,23:08,30203.0,1314.0,1794.0,6883.051666666666
Video,22:42,299981.0,25583.0,25918.0,4571.0
Ảnh,21:15,117422.0,5653.0,11645.0,8495.0
Ảnh,20:00,110455.0,5107.0,10916.0,8121.0
Video,19:17,23436.0,678.0,1666.0,1169.0
Video,13:15,97221.0,5289.0,8424.0,4196.0
Ảnh,12:07,280915.0,21552.0,32596.0,16262.0
Ảnh,11:18,90364.0,3931.0,8772.0,6405.0
Video,10:20,82767.0,3383.0,6303.0,3438.0
Ảnh,10:00,35649.0,1149.0,1756.0,940.0
Video,09:58,225643.0,11993.0,17889.0,7867.0
Ảnh,09:00,222236.0,26774.0,33704.0,13641.0
Video,22:00,86079.0,4820.0,5866.0,1669.0
Ảnh,18:11,70540.0,1634.0,3968.0,2829.0
Ảnh,17:05,40147.0,1444.0,3961.0,3109.0
Ảnh,20:45,63248.0,6021.0,10077.0,6511.0
Ảnh,20:40,249174.0,7444.0,16524.0,11823.0
Ảnh,20:37,89331.0,10532.0,13613.0,7197.0
Video,20:30,15833.0,588.0,974.0,539.0
Ảnh,18:30,19016.0,719.0,1454.0,955.0
Video,18:00,21810.0,1001.0,1550.0,729.0
Ảnh,17:30,25235.0,1503.0,3279.0,2389.0
Ảnh,17:00,43877.0,2779.0,3045.0,782.0
Ảnh,12:35,390030.0,25815.0,36234.0,19652.0
Ảnh,23:38,56766.0,2937.0,4674.0,2674.0
Ảnh,22:20,79827.0,8402.0,10053.0,4541.0
Ảnh,21:33,328148.0,38064.0,41995.0,18374.0
Ảnh,21:25,57721.0,4331.0,6819.0,3581.0
Ảnh,21:06,69612.0,6477.0,7579.0,2343.0
Ảnh,19:30,50064.0,4893.0,6603.0,3507.0
Ảnh,19:00,43062.0,752.0,1068.0,486.0
Ảnh,18:30,20963.0,512.0,1117.0,763.0
Ảnh,18:00,677022.0,45025.0,50453.0,17558.0
Video,16:45,277157.0,26755.0,29132.0,6306.0
Ảnh,16:13,33281.0,1924.0,2549.0,964.0
Ảnh,13:30,7216.0,140.0,290.0,182.0
Ảnh,13:00,15881.0,726.0,1021.0,490.0
Ảnh,12:00,65742.0,6143.0,6244.0,1466.0
Ảnh,11:30,507213.0,62879.0,62837.0,12165.0
Ảnh,10:53,354078.0,33125.0,40924.0,17309.0
Ảnh,09:54,224627.37346437346,652.0,1462.0,1079.0
Ảnh,21:50,43508.0,1039.0,2441.0,1678.0
Ảnh,20:30,21071.0,1053.0,1117.0,274.0
Video,19:30,161481.0,12822.0,13829.0,3188.0
Ảnh,19:06,16725.0,406.0,728.0,428.0
Ảnh,18:00,218225.0,20954.0,20406.0,4751.0
Ảnh,17:30,20850.0,633.0,1207.0,795.0
Ảnh,17:00,124471.0,8785.0,10715.0,3861.0
Ảnh,15:40,10984.0,196.0,420.0,263.0
Ảnh,15:00,331234.0,44839.0,48766.0,14832.0
Video,12:35,224627.37346437346,892.0,1081.0,267.0
Ảnh,11:53,1753014.0,119530.0,150394.0,60889.0
Ảnh,11:12,451600.0,66596.0,68161.0,15769.0
Video,22:10,194359.0,14563.0,16881.0,4911.0
Video,20:41,56380.0,2956.0,3294.0,727.0
Ảnh,19:51,55223.0,2872.0,3732.0,1466.0
Ảnh,19:00,307315.0,39563.0,38821.0,5242.0
Video,18:30,80882.0,3262.0,4551.0,1708.0
Video,18:01,223327.0,8669.0,24613.0,19116.0
Video,15:00,153126.0,4365.0,12915.0,9735.0
Ảnh,14:00,80608.0,4612.0,5596.0,1813.0
Ảnh,12:00,1170258.0,94673.0,103563.0,39720.0
Ảnh,11:04,277741.0,42018.0,38951.0,6543.0
Ảnh,09:56,7851.0,182.0,543.0,446.0
Video,21:30,6551.0,157.0,295.0,174.0
Ảnh,21:14,25695.0,633.0,1086.0,583.0
Ảnh,21:00,74478.0,6583.0,8815.0,3623.0
Ảnh,20:31,81301.0,5541.0,7225.0,3176.0
Video,20:25,46953.0,2223.0,2715.0,771.0
Video,20:07,839954.0,90637.0,89997.0,6535.0
Ảnh,19:00,224627.37346437346,2478.0,2704.0,845.0
Ảnh,18:26,116748.0,5695.0,10912.0,6887.0
Ảnh,17:40,40583.0,1110.0,1560.0,711.0
Video,21:30,35053.0,1253.0,2427.0,1479.0
Ảnh,21:00,47209.0,1744.0,2707.0,1413.0
Video,20:33,63702.0,2797.0,4816.0,2451.0
Video,20:00,759590.0,65516.0,65419.0,8912.0
Ảnh,19:18,224627.37346437346,1709.0,3085.0,1993.0
Ảnh,17:20,1501841.0,138015.0,148105.0,34633.0
Ảnh,16:31,113251.0,4886.0,9615.0,6538.0
Ảnh,12:10,19914.0,959.0,1145.0,6883.051666666666
Ảnh,11:40,69544.0,8804.0,9354.0,3214.0
Ảnh,10:56,44378.0,1979.0,3555.0,2413.0
Ảnh,21:35,220544.0,18498.0,24972.0,13040.0
Video,21:12,72133.0,3040.0,4408.0,1975.0
Video,20:52,75469.0,4423.0,6805.0,3148.0
Video,20:11,121824.0,6869.0,10203.0,5017.0
Video,12:20,50956.0,1786.0,3880.0,2326.0
Video,11:00,157811.0,3939.0,11069.0,8616.0
Ảnh,10:05,155896.0,21216.0,22688.0,4272.0
Ảnh,22:27,138423.0,13924.0,15696.0,5170.0
Ảnh,21:56,33910.0,1061.0,2124.0,1452.0
Ảnh,21:26,121062.0,5040.0,7865.0,4159.0
Ảnh,20:56,112978.0,6364.0,10193.0,5595.0
Video,20:33,738075.0,72270.0,72438.0,12530.0
Ảnh,19:49,75382.0,3457.0,6379.0,4340.0
Ảnh,13:00,202893.0,26025.0,29874.0,8944.0
Video,12:00,38341.0,1152.0,2800.0,1965.0
Ảnh,10:25,138227.0,12381.0,14373.0,4806.0
Ảnh,22:07,31480.0,1425.0,1675.0,563.0
Ảnh,21:30,100844.0,5108.0,9222.0,6264.0
Ảnh,20:57,26944.0,1032.0,1537.0,866.0
Video,20:26,224627.37346437346,945.0,1220.0,6883.051666666666
Ảnh,19:32,701182.0,89991.0,92518.0,21188.0
Ảnh,17:33,2643041.0,423795.0,377620.0,64252.0
Ảnh,15:40,58543.0,2738.0,5547.0,3552.0
Ảnh,14:00,26402.0,1010.0,1657.0,936.0
Ảnh,12:42,21492.0,19025.241465445462,1355.0,912.0
Ảnh,11:42,234731.0,16057.0,25225.0,15150.0
Ảnh,21:00,496253.0,38794.0,42044.0,9972.0
Ảnh,20:30,224627.37346437346,1279.0,2803.0,1955.0
Ảnh,20:00,70789.0,3595.0,5642.0,3130.0
Video,18:54,80745.0,6187.0,6957.0,1666.0
Ảnh,18:00,91345.0,3012.0,5300.0,3066.0
Ảnh,17:00,163429.0,16162.0,16760.0,3182.0
Video,12:42,32995.0,1099.0,1628.0,698.0
Ảnh,12:09,247379.0,22595.0,25595.0,7241.0
Video,22:30,77450.0,3449.0,4754.0,1639.0
Ảnh,21:39,425073.0,35495.0,44797.0,18608.0
Ảnh,21:00,60730.0,5024.0,5245.0,1537.0
Video,19:00,129263.0,10354.0,11170.0,1903.0
Ảnh,18:00,42684.0,1952.0,2904.0,1542.0
Ảnh,13:00,1185535.0,83122.0,89590.0,31597.0
Ảnh,10:53,228667.0,10144.0,21411.0,16750.0
Ảnh,21:37,59093.0,1712.0,3067.0,1721.0
Ảnh,21:30,119254.0,13983.0,16888.0,5905.0
Video,21:03,177962.0,11634.0,11366.0,791.0
Video,20:30,46783.0,1563.0,3601.0,2435.0
Ảnh,20:00,98768.0,4999.0,6184.0,2567.0
Video,20:00,71262.0,3220.0,4487.0,1886.0
Video,19:00,87910.0,3618.0,6900.0,4098.0
Video,19:30,61592.0,2184.0,3595.0,1785.0
Ảnh,17:34,43618.0,2206.0,3225.0,1669.0
Video,17:00,70693.0,2066.0,3847.0,1967.0
Ảnh,13:07,14890.0,19025.241465445462,674.0,572.0
Video,09:33,16543.0,262.0,707.0,517.0
Ảnh,09:00,97288.0,3231.0,5992.0,3492.0
Ảnh,22:08,353051.0,32036.0,37567.0,16127.0
Video,20:30,191419.0,7888.0,15613.0,8830.0
Video,20:00,1100096.0,128706.0,122097.0,9731.0
Video,19:31,114306.0,5051.0,8621.0,4848.0
Video,21:00,69197.0,2125.0,4588.0,2860.0
Ảnh,20:30,258849.0,16760.0,28430.0,16490.0
Video,15:00,35624.0,1345.0,3299.0,2341.0
Ảnh,14:31,48986.0,2813.0,3654.0,1717.0
Video,13:15,161221.0,12148.0,13518.0,2129.0
Ảnh,20:30,69092.0,9020.0,8782.0,2308.0
Ảnh,10:05,21058.0,616.0,872.0,398.0
Ảnh,21:43,218217.0,14605.0,15810.0,3512.0
Ảnh,21:00,110570.0,4303.0,9527.0,7370.0
Ảnh,20:41,17906.0,292.0,509.0,283.0
Ảnh,20:00,224627.37346437346,1456.0,2917.0,1957.0
Ảnh,19:12,232223.0,16110.0,24701.0,14596.0
Ảnh,18:29,73497.0,2902.0,6044.0,4247.0
Video,18:00,45311.0,2581.0,2967.0,823.0
Video,13:22,62592.0,2305.0,3555.0,1899.0
Ảnh,10:21,100019.0,5704.0,8967.0,4818.0
Ảnh,22:18,111999.0,9477.0,12396.0,6065.0
Video,21:48,10593.0,82.0,295.0,226.0
Ảnh,20:21,28617.0,544.0,1194.0,767.0
Ảnh,18:56,44960.0,2374.0,3802.0,2061.0
Ảnh,12:47,378866.0,64307.0,58733.0,5062.0
Video,10:00,48166.0,3284.0,4704.0,1921.0
Ảnh,09:00,253525.0,15251.0,17826.0,6251.0
Ảnh,08:00,123221.0,5819.0,10418.0,6514.0
Ảnh,00:32,311500.0,27457.0,30108.0,10725.0
Ảnh,00:18,52967.0,2705.0,4478.0,2439.0
Ảnh,22:52,59267.0,3873.0,6546.0,4240.0
Ảnh,22:15,298591.0,52123.0,50270.0,9907.0
Ảnh,22:30,119749.0,13100.0,15475.0,5280.0
Ảnh,21:57,319237.0,22131.0,20357.0,4396.0
Ảnh,21:00,224627.37346437346,8155.0,8002.0,970.0
Video,20:42,201261.0,15207.0,15641.0,2323.0
Ảnh,20:30,7993.0,44.0,76.0,6883.051666666666
Video,20:00,54547.0,3536.0,3840.0,815.0
Video,19:38,183857.0,21131.0,20430.0,2036.0
Video,18:00,342516.0,31503.0,30443.0,2648.0
Ảnh,16:54,536554.0,56912.0,54221.0,14602.0
Video,16:00,54485.0,2334.0,5284.0,3367.0
Ảnh,15:00,101096.0,3894.0,6933.0,4385.0
Ảnh,12:46,265785.0,8591.0,12924.0,6658.0
Video,11:54,1033978.0,130867.0,129383.0,14076.0
Ảnh,09:00,185367.0,8120.0,14023.0,9266.0
Ảnh,21:37,60145.0,4042.0,4946.0,1864.0
Video,21:00,194037.0,10934.0,10732.0,1494.0
Video,19:57,17753.0,490.0,575.0,156.0
Video,19:47,69025.0,2785.0,3654.0,1101.0
Video,18:00,53707.0,2963.0,6400.0,4855.0
Video,16:29,773519.0,65159.0,67809.0,11279.0
Video,15:45,169884.0,10221.0,10653.0,1419.0
Ảnh,12:21,253170.0,23211.0,25902.0,9006.0
Ảnh,12:00,224627.37346437346,887.0,1150.0,435.0
Ảnh,10:59,66660.0,2651.0,3690.0,1602.0
Ảnh,21:00,717104.0,105949.0,96361.0,7855.0
Ảnh,20:00,374877.0,46407.0,45354.0,10983.0
Video,12:58,14344.0,19025.241465445462,665.0,290.0
Ảnh,17:32,122010.0,8863.0,10254.0,3739.0
Video,16:03,499778.0,29857.0,33822.0,7138.0
Video,12:51,55584.0,2595.0,2545.0,465.0
Ảnh,09:00,66382.0,1075.0,4157.0,3709.0
Video,06:00,55424.0,1912.0,5240.0,3628.0
Video,21:00,193265.0,11423.0,11822.0,1247.0
Ảnh,20:35,825942.0,96218.0,101484.0,33879.0
Video,19:30,345304.0,22465.0,22951.0,3474.0
Ảnh,18:34,28802.0,2298.0,2427.0,6883.051666666666
Video,18:00,77697.0,7563.0,8501.0,3254.0
Ảnh,17:04,414622.0,40972.0,44816.0,12688.0
Ảnh,08:58,111799.0,1673.0,2937.0,1956.0
Video,21:45,173963.0,13201.0,13153.0,1724.0
Video,19:29,473995.0,59519.0,56140.0,7273.0
Video,09:45,217667.0,12546.0,14453.0,3631.0
Video,18:42,109632.0,4684.0,5139.0,1209.0
Ảnh,10:00,228529.0,21220.0,25945.0,10362.0
Ảnh,18:21,80541.0,18892.0,17976.0,4234.0
Ảnh,23:18,218381.0,9017.0,12667.0,6632.0
Ảnh,19:00,69568.0,3032.0,4785.0,2651.0
Ảnh,18:00,866238.0,38906.0,49666.0,18929.0
Ảnh,17:06,130619.0,16266.0,18751.0,7411.0
Ảnh,15:25,224627.37346437346,19025.241465445462,460.0,6883.051666666666
Video,12:46,686111.0,46787.0,54539.0,18210.0
Video,12:31,141073.0,5870.0,6910.0,1728.0
Video,10:00,378320.0,25156.0,27769.0,5756.0
Video,20:00,603898.0,88172.0,79846.0,6569.0
Video,19:08,105748.0,7671.0,7941.0,1417.0
Video,18:33,105484.0,5446.0,8127.0,3606.0
Ảnh,18:03,34013.0,2394.0,3168.0,1209.0
Ảnh,17:36,167104.0,5991.0,9354.0,5325.0
Ảnh,17:01,18029.0,470.0,788.0,375.0
Ảnh,12:27,47126.0,2419.0,3085.0,1322.0
Ảnh,23:05,269543.0,31014.0,32998.0,10611.0
Ảnh,22:45,182444.0,7693.0,10783.0,5436.0
Ảnh,22:35,75233.0,4240.0,6882.0,4179.0
Ảnh,22:09,178000.0,13985.0,19896.0,10532.0
Ảnh,21:07,59244.0,2792.0,4645.0,2644.0
Video,20:12,98422.0,3285.0,5889.0,3194.0
Ảnh,20:00,185003.0,9894.0,15356.0,8926.0
Ảnh,19:58,111881.0,3824.0,5962.0,3419.0
Video,19:00,104545.0,5659.0,6511.0,1542.0
Video,18:31,129503.0,7973.0,8371.0,1426.0
Video,18:00,89848.0,3608.0,8547.0,5698.0
Video,17:00,94927.0,8921.0,11912.0,5209.0
Video,16:20,59030.0,2362.0,4551.0,2782.0
Ảnh,13:20,419095.0,10101.0,18737.0,13905.0
Video,11:51,343667.0,20933.0,21536.0,4245.0
Video,19:00,794312.0,52022.0,65247.0,24009.0
Ảnh,18:00,344599.0,16258.0,28854.0,17791.0
Ảnh,16:51,451572.0,41146.0,49285.0,20584.0
Ảnh,16:00,64330.0,5140.0,6547.0,3426.0
Video,15:00,62710.0,2942.0,3145.0,663.0
Ảnh,20:12,55921.0,2036.0,2531.0,1101.0
Ảnh,11:00,89760.0,15645.0,15854.0,6012.0
Video,20:00,208874.0,10356.0,12236.0,2925.0
Ảnh,19:00,100303.0,8671.0,9892.0,3031.0
Video,18:30,498352.0,31907.0,33702.0,5705.0
Video,18:00,619212.0,42230.0,50269.0,15910.0
Ảnh,16:52,58657.0,3250.0,3221.0,620.0
Ảnh,16:13,154677.0,5114.0,6978.0,3059.0
Ảnh,11:18,254637.0,28538.0,24715.0,2281.0
Ảnh,10:26,143373.0,5760.0,8330.0,4113.0
Ảnh,21:00,42183.0,3388.0,3455.0,663.0
Ảnh,20:30,126997.0,3399.0,8935.0,7538.0
Video,20:00,417638.0,25446.0,31526.0,10251.0
Ảnh,19:00,396993.0,55524.0,52169.0,10620.0
Ảnh,18:34,39128.0,822.0,1760.0,1180.0
Video,17:44,165483.0,6090.0,10866.0,6193.0
Ảnh,17:00,91589.0,4971.0,7129.0,3738.0
Ảnh,15:38,114898.0,3394.0,4165.0,1456.0
Video,13:00,111311.0,4746.0,5262.0,1095.0
Video,11:48,134609.0,6034.0,6968.0,1516.0
Ảnh,13:30,107991.0,5038.0,9912.0,6724.0
Video,15:13,693153.0,35397.0,46880.0,16930.0
Ảnh,19:24,17848.0,19025.241465445462,825.0,495.0
Ảnh,09:10,25550.0,1097.0,1539.0,712.0
Video,11:00,36514.0,1033.0,4478.0,3969.0
Ảnh,11:30,470744.0,50939.0,58426.0,25351.0
Ảnh,12:00,244423.0,29965.0,27663.0,4667.0
Video,16:56,38271.0,1385.0,1933.0,921.0
Ảnh,18:06,19748.0,215.0,589.0,440.0
Ảnh,20:05,126303.0,8632.0,11363.0,6134.0
Ảnh,20:25,50936.0,2471.0,3527.0,1673.0
Ảnh,21:00,1165666.0,60456.0,86114.0,41555.0
Video,17:33,47165.0,2022.0,2360.0,725.0
Video,18:01,91330.0,5022.0,5844.0,1489.0
Ảnh,18:30,31690.0,851.0,1679.0,1125.0
Video,20:00,68037.0,4063.0,4324.0,1050.0
Video,20:47,50427.0,1553.0,1961.0,893.0
Ảnh,21:17,42025.0,1141.0,1282.0,329.0
Ảnh,21:45,245211.0,36734.0,36061.0,9308.0
Ảnh,22:28,411623.0,44176.0,48165.0,16159.0
Ảnh,23:23,46290.0,1714.0,2060.0,851.0
Ảnh,09:00,51212.0,2318.0,5227.0,3551.0
Ảnh,15:00,6626.0,19025.241465445462,353.0,324.0
Ảnh,16:00,418718.0,40864.0,51267.0,22675.0
Ảnh,16:28,96896.0,8003.0,9658.0,3700.0
Ảnh,17:00,45950.0,1378.0,2563.0,1550.0
Video,17:30,108565.0,6742.0,7627.0,2054.0
Ảnh,18:00,88726.0,6916.0,8999.0,3700.0
Ảnh,19:06,31794.0,2168.0,2634.0,1005.0
Ảnh,20:00,55791.0,2990.0,4744.0,2669.0
Ảnh,20:30,112486.0,9316.0,12484.0,6235.0
Video,21:21,13975.0,578.0,975.0,509.0
Ảnh,09:00,155462.0,10060.0,17548.0,10732.0
Video,09:37,17451.0,785.0,1177.0,6883.051666666666
Ảnh,10:00,649897.0,23733.0,42190.0,27539.0
Ảnh,10:21,268565.0,38607.0,37629.0,5556.0
Ảnh,11:08,99809.0,3945.0,7977.0,5505.0
Video,15:30,160460.0,9317.0,14734.0,7519.0
Ảnh,15:56,78509.0,2275.0,4924.0,3729.0
Video,16:30,99836.0,10185.0,11630.0,2921.0
Ảnh,17:04,101974.0,3455.0,5340.0,2420.0
Ảnh,18:02,29904.0,774.0,1240.0,651.0
Ảnh,19:43,1410755.0,88122.0,112527.0,51889.0
Ảnh,22:19,70843.0,10644.0,10102.0,3283.0
Video,09:59,106617.0,6954.0,7362.0,1746.0
Video,11:58,110805.0,5702.0,8787.0,4622.0
Video,12:14,160787.0,7045.0,9506.0,3581.0
Video,18:09,506948.0,18706.0,28360.0,13234.0
Ảnh,19:00,257284.0,15048.0,15996.0,4089.0
Video,22:45,61066.0,3356.0,3893.0,1115.0
Ảnh,11:33,60729.0,3303.0,5678.0,3490.0
Ảnh,12:13,119397.0,4995.0,7791.0,4437.0
Video,17:40,271889.0,12294.0,15304.0,4950.0
Video,18:00,291313.0,17407.0,20142.0,5542.0
Ảnh,18:31,12972.0,277.0,564.0,361.0
Ảnh,19:00,59535.0,1339.0,2648.0,1909.0
Video,19:30,70374.0,2976.0,5349.0,2770.0
Video,20:00,58613.0,1828.0,4203.0,2720.0
Video,20:30,185648.0,8393.0,14977.0,8372.0
Video,21:00,117486.0,4669.0,8513.0,4486.0
Video,21:30,85946.0,3487.0,5665.0,2656.0
Video,12:20,75392.0,4664.0,6519.0,2574.0
Ảnh,18:03,48696.0,1857.0,3684.0,2458.0
Video,18:31,111311.0,8672.0,10589.0,3648.0
Ảnh,19:04,112562.0,6252.0,9307.0,4831.0
Ảnh,21:00,31955.0,2081.0,2389.0,766.0
Ảnh,21:30,30004.0,1304.0,2090.0,1225.0
Video,22:10,223623.0,13620.0,15724.0,4701.0
Ảnh,10:56,37312.0,2750.0,3360.0,1411.0
Ảnh,11:12,41455.0,3542.0,3764.0,1127.0
Ảnh,12:08,30681.0,1102.0,1772.0,988.0
Ảnh,16:00,88313.0,4136.0,5540.0,2167.0
Ảnh,17:17,16276.0,470.0,1194.0,961.0
Ảnh,18:34,19208.0,335.0,687.0,428.0
Ảnh,20:10,18565.0,1341.0,1448.0,332.0
Ảnh,20:30,32285.0,790.0,1702.0,1155.0
Ảnh,21:00,75123.0,4363.0,5923.0,2588.0
Ảnh,21:30,26585.0,1614.0,1779.0,547.0
Ảnh,13:00,28966.0,1120.0,2427.0,1664.0
Ảnh,14:53,201786.0,15403.0,18087.0,6729.0
Ảnh,15:56,42972.0,2643.0,3197.0,1335.0
Ảnh,17:00,95533.0,6773.0,10973.0,6369.0
Video,18:19,62713.0,4233.0,5432.0,2376.0
Ảnh,19:00,165099.0,11295.0,13146.0,5436.0
Ảnh,21:13,126483.0,26166.0,25140.0,6232.0
Ảnh,21:40,141426.0,18673.0,19870.0,5422.0
Ảnh,22:34,141547.0,17066.0,19457.0,6191.0
Ảnh,22:50,78474.0,8769.0,9802.0,3376.0
Ảnh,23:22,73565.0,2684.0,5501.0,3778.0
Ảnh,08:00,86533.0,8159.0,12179.0,7351.0
Ảnh,08:20,27868.0,1543.0,2322.0,1263.0
Ảnh,09:00,189445.0,28192.0,28770.0,5346.0
Video,12:59,85920.0,4278.0,6432.0,3017.0
Ảnh,14:00,51834.0,1145.0,1698.0,843.0
Ảnh,14:58,50803.0,2809.0,4291.0,2239.0
Video,15:30,74914.0,3302.0,5151.0,2439.0
Ảnh,16:36,64998.0,5705.0,6619.0,2968.0
Ảnh,16:56,28680.0,1118.0,2213.0,1442.0
Ảnh,18:00,29747.0,402.0,1005.0,754.0
Video,18:27,74148.0,2499.0,4795.0,2830.0
Ảnh,19:00,140761.0,24884.0,23309.0,2895.0
Ảnh,20:17,61508.0,2486.0,4616.0,2917.0
Video,20:44,42841.0,1532.0,2525.0,1148.0
Video,20:59,41239.0,1299.0,1892.0,884.0
Ảnh,21:36,41474.0,1482.0,3466.0,2455.0
Ảnh,22:34,34920.0,5383.0,6117.0,2073.0
Ảnh,22:42,183954.0,26917.0,26998.0,6620.0
Ảnh,22:53,68272.0,2402.0,4913.0,3479.0
Ảnh,09:13,175653.0,12279.0,14546.0,5547.0
Ảnh,11:04,86828.0,8519.0,9798.0,3067.0
Ảnh,11:24,139493.0,7435.0,10393.0,5275.0
Ảnh,13:00,18522.0,19025.241465445462,775.0,446.0
Ảnh,15:00,206154.0,35327.0,33919.0,6460.0
Video,15:31,318449.0,18708.0,21506.0,5155.0
Video,18:00,27114.0,442.0,585.0,229.0
Ảnh,18:33,244822.0,20913.0,25689.0,11342.0
Ảnh,19:59,150103.0,20153.0,21769.0,6765.0
Ảnh,20:40,52079.0,5602.0,5848.0,1668.0
Ảnh,09:46,199506.0,11228.0,20595.0,14666.0
Video,11:40,78872.0,4486.0,5238.0,1230.0
Video,12:42,284902.0,11644.0,17188.0,7738.0
Ảnh,17:56,373169.0,19861.0,20826.0,5850.0
Video,18:51,52997.0,1367.0,2332.0,1190.0
Video,18:55,56732.0,1808.0,3450.0,1890.0
Video,19:00,151180.0,6149.0,12084.0,6975.0
Video,20:00,563535.0,42708.0,51226.0,17754.0
Video,11:20,144035.0,7678.0,9162.0,2563.0
Ảnh,13:00,76741.0,3946.0,5666.0,2833.0
Ảnh,14:41,25544.0,1131.0,1668.0,735.0
Video,15:07,23628.0,971.0,1240.0,6883.051666666666
Ảnh,16:00,145095.0,11279.0,14621.0,6270.0
Video,16:30,49249.0,2051.0,2392.0,619.0
Ảnh,17:01,969590.0,48949.0,86486.0,52408.0
Ảnh,17:30,85145.0,6854.0,9542.0,5122.0
Ảnh,19:00,203817.0,13422.0,13833.0,4475.0
Ảnh,20:00,164293.0,15142.0,17704.0,5622.0
Ảnh,21:00,84319.0,4835.0,6345.0,2582.0
Video,21:30,163430.0,13256.0,14402.0,3239.0
Video,09:28,159654.0,9652.0,13101.0,5342.0
Video,10:23,10345.0,272.0,453.0,285.0
Video,11:30,227007.0,14601.0,16470.0,4913.0
Video,14:50,232308.0,11142.0,14516.0,5264.0
Video,15:55,116832.0,7673.0,8304.0,1558.0
Video,16:49,122962.0,9640.0,11499.0,3507.0
Ảnh,17:53,350863.0,15068.0,15417.0,4028.0
Video,18:28,149116.0,6883.0,8405.0,2037.0
Ảnh,19:00,243395.0,23267.0,26211.0,7710.0
Video,19:32,458514.0,21837.0,34394.0,16767.0
Ảnh,20:01,91104.0,3421.0,5712.0,3175.0
Ảnh,20:30,69465.0,2994.0,7136.0,5336.0
Ảnh,21:02,14249.0,561.0,651.0,6883.051666666666
Ảnh,21:30,29733.0,1391.0,1639.0,706.0
Video,22:07,207348.0,14942.0,15771.0,2905.0
Video,08:48,206637.0,13128.0,18250.0,7710.0
Ảnh,10:36,26946.0,684.0,1586.0,1134.0
Ảnh,11:00,9168.0,182.0,498.0,399.0
Ảnh,12:00,108088.0,7421.0,11261.0,5646.0
Ảnh,14:32,24854.0,852.0,1347.0,651.0
Video,14:58,115028.0,7370.0,7537.0,1173.0
Ảnh,16:00,18199.0,3086.0,2823.0,774.0
Video,16:33,283049.0,18166.0,20375.0,5210.0
Video,17:00,421097.0,25136.0,30785.0,9430.0
Ảnh,18:00,18681.0,537.0,834.0,453.0
Ảnh,18:30,13303.0,234.0,507.0,339.0
Ảnh,19:30,73433.0,4516.0,6189.0,2615.0
Ảnh,19:00,13775.0,447.0,569.0,284.0
Ảnh,20:00,21063.0,538.0,900.0,509.0
Ảnh,20:30,29148.0,1157.0,1956.0,1069.0
Ảnh,20:44,83035.0,3237.0,4980.0,2529.0
Ảnh,21:00,224627.37346437346,19025.241465445462,730.0,478.0
Video,21:16,360666.0,17560.0,29107.0,16377.0
Video,21:30,233593.0,10898.0,18735.0,9865.0
Ảnh,22:00,36158.0,1170.0,2347.0,1506.0
Ảnh,11:31,133132.0,5070.0,6183.0,2055.0
Ảnh,12:05,19218.0,834.0,1295.0,683.0
Ảnh,15:00,66454.0,10009.0,10636.0,2488.0
Ảnh,15:36,87716.0,6953.0,8271.0,3031.0
Video,16:00,409004.0,14439.0,26379.0,13864.0
Video,17:00,252420.0,15065.0,19272.0,6796.0
Ảnh,18:00,13197.0,231.0,353.0,174.0
Ảnh,19:00,162316.0,35167.0,32145.0,5188.0
Ảnh,19:30,38247.0,1630.0,2627.0,1532.0
Ảnh,20:01,26288.0,560.0,1152.0,727.0
Ảnh,21:00,186289.0,15514.0,15766.0,2659.0
Ảnh,22:38,27560.0,3724.0,4127.0,941.0
Ảnh,23:36,70386.0,2461.0,5854.0,4453.0
Ảnh,18:32,44866.0,1587.0,3488.0,2318.0
Video,20:02,202004.0,12505.0,16141.0,6840.0
Ảnh,20:35,29808.0,665.0,1533.0,1090.0
Video,21:00,120114.0,9319.0,9853.0,2192.0
Ảnh,12:28,20317.0,527.0,2255.0,2030.0
Ảnh,17:19,102967.0,7392.0,10420.0,4921.0
Ảnh,18:32,100608.0,3960.0,8405.0,5826.0
Ảnh,19:06,44801.0,1651.0,2641.0,1545.0
Video,20:00,178683.0,6726.0,11882.0,6203.0
Ảnh,21:00,123665.0,9208.0,12619.0,6543.0
Ảnh,22:23,192495.0,9040.0,16506.0,11205.0
Ảnh,09:44,70076.0,8743.0,9167.0,2173.0
Ảnh,10:22,156909.0,23678.0,27600.0,12623.0
Ảnh,11:00,99981.0,8616.0,12936.0,6911.0
Ảnh,12:00,261597.0,10862.0,21155.0,14954.0
Ảnh,12:39,192175.0,7674.0,15037.0,10454.0
Ảnh,16:00,62447.0,7445.0,7557.0,1429.0
Ảnh,17:00,68880.0,5504.0,8075.0,4093.0
Video,18:00,318737.0,14105.0,17802.0,6014.0
Ảnh,18:30,39656.0,3450.0,4744.0,2098.0
Video,19:00,87501.0,3971.0,5186.0,1678.0
Ảnh,19:30,185733.0,20313.0,23131.0,9804.0
Ảnh,20:07,126157.0,17258.0,19234.0,7349.0
